本文,Level
障子をお張りになるのがお見事ですね。,1
今回は珍種の朝顔の種を植えたとお聞きいたしました。,1
大量の薪割りなど、別荘暮らしも色々大変かとお察しいたします。,1
レース編みされるのですか？素晴らしいご趣味ですね。,1
あなたはお裁縫がお得意だから、とてもうらやましいです。,1
そのショール、ご自身で染められたのですか？素敵な色です。,1
ワイシャツの畳み方にいつも感心いたしております。,1
暖かそうなマフラーは、お手製ですか？,1
ご自身でウェデングドレス縫製されたんですか？素晴らしいです。,1
どういうわけか、娘が縫製を習い始めました。,1
お脱ぎ頂けますか。染みにならないようにすぐに洗わせて下さい。,1
セーターもご自身で洗われておられるのですか？,1
本日は久々の快晴で、洗濯物が良く乾きそうですね。,1
お洗濯はコインランドリーですか？,1
どちらに洗濯物を干されていますか？,1
かつては井戸端で競技服をお濯ぎになっていたとお聞きいたしました。,1
芋掘りですか？随分お汚しになられましたね。,1
毎朝、お香を焚かれるなんて、洒落ていますね。,1
そのようにおっしゃるお気持ち、私にも痛いほどよく分かります。,1
この際、お心を鬼になさってください。それがご子息のためですよ。,1
さすがに他の方とはお心構えが違っていらっしゃいますね。,1
どうぞ、この事はお胸の内におしまいになってください。,1
あの方、禁煙なさって一年だそうですよ、ご意志が固くていらっしゃいますね。,1
本日はご機嫌がうるわしくていらっしゃるようですね。,1
ご気分はいかがですか？／ご気分を悪くなさったのではありません？,1
父上として、ご子息をお思いになるご心情、お察しいたします。,1
ご心中、お察しいたします。,1
突然の訃報、ご胸中いかばかりかと…。,1
受賞のご心境をお聞かせくださいませんか？,1
あなた様のご真意を計りかねております。,1
先生は初めてご真情をお話になりました。,1
実は、あなた様のご本意を計りかねております。,1
いずれがご本心なのか、見当もつきません。,1
あちら立てればこちらが立たずと、よく申しますでしょ？,1
折に触れてこちらへもお出かけくださいな。／こちらへどうぞ。,1
そちらはもう桜が咲きましたか？／近々、そちらへ参ります。,1
行列ができる鯛焼き屋さんは、どちらでしたでしょうか？,1
ご予算はいかほどでございますか？,1
些少でございますが、どうぞお納めください。,1
少々お待ちください。呼んで参ります。／お客様には少々素朴かと存じます。,1
この度、ひとかたならぬお世話になりまして…。,1
ご時世でしょうか、先輩の言うことを聞かないと申しますのも。,1
ご時勢に逆らいますと、よろしくないことになりかねないものです。,1
その節は、大変失礼いたしました。,1
久しくお立ち寄りになりませんでしたね。,1
先ほどからのお話、一両日検討させてください。,1
この度は、諸々のご配慮をいただきまして…。,1
今朝ほど、御社の課長がお見えになりました。,1
生憎ですが、さほど時間がございません。,1
それでは、準備が整いましてございます。,1
急なご用のない方は、お立ち寄りください。,1
さあ案の定、出てまいりました。,1
お見合いをせよとのことですが、お気持ちだけ頂戴いたします。,1
それを仰られますと、返す言葉もございません。,1
さあさあ、お代はご覧になってお気に召しましたらお帰りの際にお支払いください。,1
さあ、お立合いください。取り出しましたのは氷の刃でございます。,1
そのようなこと、あなた様にとりましては、役不足かと存じます。,1
ひとまず、お手並み拝見と参りましょう。,1
さあ主役の登場です、拍手でお迎えください。,1
それでは皆様、お手を拝借いたします。一本締めでございます。,1
さあて、うまくいきますかどうか分かりませんが。,1
そのままでは生活が立ちゆきません。,1
その件、お引き受けいたします。,1
お二人とも、仲がよろしくてうらやましく存じます。,1
お呼びではありませんでしたか。これは失礼いたしました。,1
病気なさったそうですね。もうすっかりよろしいんですか？,1
今日はポカポカとして、 いい按配ですね。,1
行ってらっしゃい、お気をつけて。,1
今日はお早いですね、お散歩ですか？,1
お早うございます。今日もいいお天気ですね。,1
お早うございます。朝早くから、ご精が出ていらっしゃいますね。,1
こんにちは、お暑うございます。今日は蒸していますね。,1
こんばんは、お寒うございます。ずいぶん冷えていますね。,1
生憎のお天気ですね。 はっきりしない生憎のお天気ですね。,1
お寒うございます。今日はやけに冷えますね。,1
久しぶりに、 いいお湿りですね,1
いいお天気ですね。やっとおふとんが干せますね。,1
ずいぶん、日が長くなりましたね。,1
日が短くなりましたね、まだ五時前なのに、うす暗くて。,1
それはいいお考えですね。,1
全く、お説の通りだと思います。,1
そうですとも、おつしやる通りです。,1
それは正しいご判断だと思います。,1
お説ごもっとも。,1
恐れ入ります、全くその通りでございます。,1
なるほど、そういう見方もございますね。,1
それで結構でございます。,1
ご異議がないようでしたら、採決に入りたいと思います。,1
何とぞ、三分の二のご賛成をいただきたいのです。,1
そのお考えに賛成いたします。,1
ご賛同をいただきまして、ありがとございます。,1
ご同意いただきまして、ありがとうございます。,1
あなたがこの作品で特に意図なさったのは、どんなところですか？,1
奥様はお知恵はあるのですが、決断力がないのです。,1
バラの花束に詩を添えて よく思いつかれたものですね。,1
グループ分けには、さぞ苦心なさったでしょうね。,1
この新製品、ずいぶん、工夫なさいましたね。,1
曇らないフロントガラスを、ご考案になったそうですね。,1
社長が、ナノ・ウォータ?を考案なさったんですか？,1
宇宙戦争が舞台とは、何とも壮大なご構想ですね。,1
映画での町興しを構想なさったのは、先生だそうですね。,1
それは素晴らしいご着眼ですね。,1
人の気がつかない所に着眼なさるのは、さすがですね。,1
この一局は、勝負所のご着想が素晴らしいのです。,1
あなたはいつもユニークな発想をなさるから、驚きです。,1
土に溶ける新物質を発明なさったそうですね。,1
ぜひとも、本日中にお会いしたいのですが。,1
息子さんに会われる日が待ち遠しいですね。,1
あれ以来、長いことお目にかかってませんね。,1
明日、ご挨拶に伺います。 堅苦しいご挨拶は抜きにしましょう。,1
それでは、会長が一言、ご挨拶申しあげます。,1
先生に、ご挨拶なさいましたか？,1
あちら様が会釈なさってますが、お知り合いですか？,1
今あなたにお辞儀なさった方は、どなたですか？,1
十二分に検討なさる方がよろしいかと思います。,1
三社祭りで偶然に再会なさったんですか？,1
今回が初めてのご対面ですか？,1
十年越しの宿敵と対面なさったご感想は？,1
初めまして、西方と申します。,1
お目にかかれて光栄です。,1
先生には、以 お目にかかったことがあります。,1
いつも、お電話ばかりで失礼しております。,1
お噂は、かねがね伺っておりました。,1
ご挨拶が後回しになりまして、失礼いたしました。,1
お名刺を頂戴できますか？,1
珍しいお名前ですね、何とお読みするのですか？,1
今後とも、よろしくお願いいたします。,1
どうぞ、以後お見知り置きを、お願いいたします。,1
今後ともお付き合いのほど、よろしくお願いいたします。,1
これをご縁に、よろしくお願いいたします。,1
少しお時間をくださいませんか？,1
お二人が顔をお合わせになるのは、初めてですか？,1
私がお婿さんんを、お世話しましょうか。,1
あなたのご仲介のおかげで、お会することができました。,1
いつぞやお話しした館長さんに、お引き合わせしましょう。,1
よろしく、お引き回しください。 存分に、お引き回しください。,1
この件は、しばらく預からせてください。,1
生命科学が、先生の専門のご範疇です。,1
私、先日ご紹介いただいた西方と申す者です。,1
それでしたら、その道のエキスパートをご紹介しましょう。,1
人を紹介なさる時は、よくお考えになった方がいいですよ。,1
まあ、嬉しい、 一度ぜひお会いしたいと思っておりました。,1
奥方様にお目文字を賜りたいのですが 。,1
ぜひ一度、奥様のご尊顔を拝したいと存じます。,1
あの爽やかなビールは、常夏にピッタリとしかいいようがありません。,1
ついに、切り札が出ました。,1
おいしいですからね、あそこの豚肉は。,1
何事もなく、お七夜を迎えることができました。,1
赤ちゃんが、おしゃぶりを落としましたよ。,1
まあ、玉のような赤ちゃんですこと。,1
家の前のサムギョプサル店が大行列です。,1
良かったですね、お産が軽く済んで。,1
娘さん、おめでただそうですね。,1
今日は焼肉カルビ丼を食べました。,1
ご出産おめでとう、初めてのお子さんだそうで。,1
予定日より、かなり早く出産なさったんですって？,1
奥様のお産に立ち会われて、 いかがでした？,1
もしかして、妊娠なさってるんじやありませんか？,1
念願のお子さんを宿されたそうですね。,1
たまには羽目をはずして、お遊びになることも必要だと思います。,1
社長は応接室で、 一局お囲みになっていらっしゃいます。,1
旦那様は小猫とお戯れになっています。,1
部長、 一局お手合わせ願えませんでしょうか。,1
先輩、お手柔らかにお願いします。,1
総長のお道楽にも困ったもんです。,1
あなたの番よ、カードをおめくりになってください。,1
先輩、 一手ご指南、お願いします。,1
一勝一敗、これでお相子にしましょう。,1
私はお医者さんごっこなんて、しませんでしたよ。,1
お馬さんには、 いつも遊ばれています。,1
いいかげんに、お茶屋さん遊びをおやめになったらいかがですか。,1
おばあちやんは、お手玉が上手なんですよ。,1
姉たちのおはじきのじやまをして、よく怒られたものです。,1
師匠は人前にお出になるのが苦手なんです。,1
ずいぶん、汗をかかれるのですね。ご体質ですか？,1
お暑うございます。 一雨欲しいですね。 今日もお暑いですね。,1
そんなにお急ぎにならなくても、十分時間はございます。,1
先生は、庭の東屋で涼まれるのがお好きでした。,1
寒い夜は、湯たんぽでお温もりになるのが一番です。,1
今日は冷えるから、温泉でゆっくり温まられるといいですよ。,1
南極で越冬なさるんですか、それは大変なお仕事ですね。,1
いつもお忙しい方ですね。,1
冬のラグビーの観戦には、膝をおくるみになる物をお忘れなく。,1
お寒くありませんか お寒うございます。雪になりそうですね。,1
お濡れになりますから、傘をお持ちください。,1
雨に濡れて、お冷えになったんじゃありませんか？,1
おこたに入って、みかんでも食べましょう。,1
お火鉢を跨ぐなんて、お行儀が悪いですよ。,1
ご一族が一堂に会されるのは、久々だそうですね。,1
次のお集まりの時に、細目をお知らせいたします。,1
皆様、あちらでお集まりになっておいでです。,1
皆さんお揃いになりましたか。お揃いになるまで待ちましょう。,1
シャンソンの好きな人たちが、お集いになるそうですよ。,1
記念日には、創業時のメンバーが集われる予定です。,1
グループご結成十 周年と伺いました、早いものですね。,1
また新たにチームを結成なさるんですか、それは楽しみですね。,1
新人歓迎会に、どうぞご参集ください。,1
ご集合の時間をお忘れにならないようにお願いいたします。,1
八重洲口の銀の鈴に集合なさってください。,1
次の集まりからは、お料理はお持ちよりにしましょう。,1
必要なメンバ は、私がお集めしましょう。,1
これだけのワインをお揃えになるのは、大変だったでしょう。,1
連句のお仲間を、お募りになっているのですか？,1
ここはひとつ、あなたが頭をお下げになった方がよろしいのでは？,1
先日のことは、彼女にお謝りになったんですか？,1
どうか、お見逃しください。ほんの出来心らしいのです。,1
この件は、どうぞお目こぼしのほどを。,1
例の件、お許しをいただきたいのですが？,1
この度のこと、どうぞお許しください,1
お詫びの申しあげようもありません。,1
失礼がありましたら、お詫び申しあげます。,1
例の件、どうかご寛恕を賜りたく、お願い致します。 ,1
どうぞ、ご寛大な処置を、お願いいたします。,1
二度といたしません、どうぞご勘弁ください。,1
理事長のご寛容な処置には、敬服いたしました。,1
ご無礼は承知の上でまかり出ました。 ご無礼をお許しください。,1
気がつきませんで、ご無礼いたしました。,1
何とぞ、ご容赦ください。 平に、ご容赦願います。,1
この度は、誠にすみません。,1
この度の失態、誠に遺憾に存じます。,1
とんだ失態をいたしまして、一言もありません。,1
お聞き苦しいところを、お聞かせしまして...。,1
私の言葉がお気に障ったなら、お詫びいたします。,1
とんだお粗末をしてしまいました。,1
お見苦しい所をお見せしてしまいました,1
どうか、お見捨てなきよう、お願いいたします。,1
お耳障りかと思いますが、しばらくの間、ご辛抱ください。,1
片付けましょうか お目障りではありませんか？,1
つまらぬ事でお騒がせして、申し訳ありません。,1
至りませんで、申し訳ございません。,1
気が利きませんで、誠にすみません。,1
うっかりいたしました。気がつきませんで、すみません。,1
行き届きませんで、何ともはや申し訳ございません。,1
この度は、大変ご迷惑をおかけしました。,1
睡眠不足は美肌の大敵です。,1
せっかくですけど、私飲めないんです。ごめんなさい。,1
この度は、ご面倒をおかけしました。,1
失敬いたしました。 失敬、前を通らせていただきます。,1
国民文化祭の「連句」にご応募ください。,1
応募なさった論文が入賞されたそうですね。,1
特許ご出願の手続きは、もうお済みですか。,1
画期的な発明ですね、特許を出願なさった方がいいですよ。,1
この度出展なさる絵は、何号ですか.,1
この度ご出品いただけたこと、厚くお礼申しあげます。,1
公募展に出品なさったらいかがですか,1
久々のご出展、楽しみにしております。,1
投稿なさった句が、今朝の新聞に載ってましたね。,1
この際、巡り合わせと思って表彰を受けられたらいかがですか,1
ご受賞記念パーティーには出席させていただきます。,1
執念ですね、とうとう賞を受賞なさるとは。,1
念願のご入選、おめでとうございます。,1
入選なさったのは、今度で何回目ですか,1
国体のスキーで、入賞なさったことがあるそうですね。,1
お気詰まりでしょうが、いましばらくのご辛抱を。,1
お義理のチョコレートとはいえ、嬉しいものですね。,1
ぜひ一度、お会いする機会をもらえないでしょうか。,1
貴社への到着は、明日の昼頃を予定しています。,1
ご指示のあるまで、ご連絡はお控えいたします。,1
アルコールはしばらく、お控えになった方がいいですよ。,1
夜のお付き合いを、少しお減らしになってくださいね。,1
数値がもう少し下がるまで、お酒は我慢なさったら？,1
義理でもご兄弟でしょ、気兼ねなさることはないと思いますけど。,1
もうー、二年ご辛抱ください。,1
今後とも変わらぬお引き立てをお願いします。,1
どういう理由で自粛なさっているんですか？,1
お腹立ちでしょうが、ここは自重なさってください。,1
お似合いの品を、私がお選びいたしましょうか？,1
お客様のお好きなお支払方法をお選びください。,1
いい人をお選びになりましたね。,1
新しい部署では、気持ちを新たに全力を尽くして行きます。,1
プレゼントですか？良さそうなのをお見立てしましょうか？,1
さすがにお目が高いですね、恐れ入りました。,1
ご吟味は、もうお済みですか？,1
十分に吟味なさる方がよろしいかと存じます。,1
そりや、選り好みなさるのはあなたのご自由ですけど。,1
あなたのご選択は間違いないと思います。,1
最強メンバーを選抜なさいましたね、監督！,1
応募作品を選考なさってください。,1
りんごは、糖度で選別なさるそうですね。,1
どちらも捨てがたい、お迷いになるのは当然です。,1
いい男が揃ったから、お目移りするのも無理ないわね。,1
どうか、お煙草はご遠慮ください。,1
遠慮なさらず、ご自分でお決めになってください。,1
明日、午後一時にご来社ください、とのことです。,1
お客様を応接室に、お通しいたしました。,1
ただいま、お取り次ぎいたします、少々お待ちください。,1
小説家の先生が、お見えになりました。,1
応接室にご案内します。どうぞこちらへ…。,1
欠品について今回は大変ご迷惑をかけました。,1
貴社の成長の秘密は、どこにあるんですか？,1
御社のご担当者様に、お伝え願えませんか？,1
御社におかれましては、ますますのご発展で...。,1
当社に限って、そのような偽装はございません。,1
石の上にも三年、小社もやっと軌道に乗りました。,1
弊社が社運を賭けた新製品を発表いたします。,1
ただいま、係りの者が参ります。,1
担当の者が承ります。,1
お客様がお見えになりました。,1
お客様のお名前を頂戴できますか？,1
本日は、お約束でいらっしやいますか？,1
ご訪問の趣旨を、お聞かせ願えますか？,1
お急ぎのご用でしょうか？,1
ご用件はどのようなことでございますか？,1
こちらにお見えになったのは、どのようなご用向きでしょうか？,1
私でよろしかったら承ります。,1
畏まりました。しばらくお待ちください。,1
ご面会はこちらでお受け付けしております。,1
私に何なりとお申し付けください。,1
お入り用のものがございましたら、お申し付けください。,1
取材旅行には、ワゴン車がご入用だそうですね。,1
ご不足のものは、ございませんか？,1
ご用事が済むまで、ここでお待ちします。,1
ご用命をいただきまして、ありがとうございます。,1
落成式には喜んでお祝いに伺います。,1
お祝い返しの品を選びに行ってきました。,1
恐れ入りますがカード会社へお問い合わせください。,1
心からお祝い申しあげます。,1
それでは、お友達から、お祝いの言葉をどうぞ。,1
詳しい内容は個人情報のため、当店では分かりかねます。,1
早速、お祝いの席を設けましょう。,1
お祝い物を持ってあがりました。,1
お誕生祝いに、ベビーシューズを二足というのも気が利いてますね。,1
それでは、会長からお祝辞を賜りたいと存じます。,1
ご祝儀は、短い方が喜ばれますよ。,1
ご祝儀袋は、中身にふさわしいものでいいと思います。,1
当選のご祝宴は、とても賑やかでしたね。,1
お国元では、ご祝賀の行事が続いているそうですね。,1
引き続き当店をご愛顧下さいますようよろしくお願いします。,1
幸多きサッカー人生を歩んでください。,1
昇進で、第一子誕生に花をお添えになりましたね。,1
なんとも痛快無比、ご同慶の至りです。,1
お店のますますのご繁栄を、お祈りいたします。,1
それは良かったわ、ご幸運に恵まれましたね。,1
どうぞお許しください,1
いよいよ、政治の世界に転身されるんですね,1
もらった貴重なご意見やご感想は、今後の運営の参考とします。,1
このメールに関してご不明点があれば、お気軽にご連絡ください。,1
入金確認後、商品を発送します。,1
別途振込み手数料は、恐れ入りますがご負担ください。,1
僧正は、今の場所でがんばることが一所懸命だと言われました。,1
そんなことを急に言い出されても困るわ、どうかなさったの?,1
お客様のお腹立ちは、ごもっともです。,1
ご健康を取り戻されたようですね、安心いたしました。,1
時節柄、お身体お厭いください。,1
私には、過分なお言葉でございます。,1
皇后様は、避難所の方々に優しい言葉をおかけになっていました。,1
ご自分の意見をストレートにお述べになりましたね。,1
ここは、ご自分の意見を率直に述べられるべきですよ。,1
あなたのご口上は今年も見事でしたね。,1
大変申しかねますが、お会計をお忘れではございませんか?,1
いいお家ができましたね。,1
雨が降りましたね、ご自宅に車で送りましょうか。,1
お廊下を走ってはいけませんよ。,1
女性の建築家に頼んで、お建てになったのですか?,1
この件に、これ以上お関わりになるのはどうかと思います。,1
あの事件には、弁護士として関わられたのですね？,1
どうか、お構いくださいませんように。,1
あなたは本当に、お節介がお好きなんですね。,1
なんとか、お取り成しいただけませんでしょうか。,1
これ以上のご介入は、いかがなものかと思いますが。,1
あなた、あの件に介入なさるのですか？,1
お二人は、どのようなご関係ですか？,1
例の件に、まだ関係なさっているのですか？,1
来週のどこかでご都合のいい日時があれば教えていただけますでしょうか。,1
健康でいて、よかったです。,1
あの方が疑獄事件に関与なさっていたとは、驚きです。,1
この度は、ご仲裁いただきまして、ありがとうございます。,1
犬猿の間柄を仲裁なさるのは、難しいでしょうね。,1
研究に携わられて二十年ですか。ご苦労があったでしょうね。,1
今度、埋め合わせなさっていただけるんでしょ？,1
ここは諦めず、交渉をお重ねになった方がよろしいかと・・・。,1
海外進出より、足元をお固めになる方が先ではないでしょうか。,1
この度の入札のこと、何とかお口添えいただけないでしょうか。,1
若い方々をお束ねになるのは、大変でしょう。,1
その場を何とか、お取り繕いになったんですね？,1
よろしくお計らいくださいますよう、お願い申し上げます。,1
あなたが便宜をお計らいになったんですね。,1
ついに提携が本決まり。気長に交渉なさった成果ですね。,1
そのご折衝にはかなり時間がかかりそうですね。,1
相手が相手だけに、折衝なさる方は大変ですね。,1
家をお探しなら、お仲介しましょうか？,1
縁談を仲介なさるのが、ご趣味なんですか？,1
ドイツでオペラをご覧になるために、予定を調整なさったんですね。,1
いくら確信がおありでも、事前に根回しなさるべきです。,1
弥勒菩薩の前で、足をお止めになっていましたね。,1
嬉しいですね、お気に留めていただけたとは・・・。,1
いつもお心に留めていただいて、感謝の言葉もありません。,1
ご健康を取り戻されたようですね、安堵しました。,1
あの作品が、お目に留まったようですね。,1
有機農業にご関心をお持ちのようですね。,1
娘さんはどんなことに関心を抱かれているんですか？,1
物事に幅広く関心をお持ちになるのは、いいことですよ。,1
彼にお会いになって、ご感触はいかがですか？,1
新曲のご感想を、お聞かせいただけませんか？,1
考古学にご興味をお持ちとは、ロマンチックですね。,1
言葉遣いが悪いと、相手のご心証が悪くなりますよ。,1
次の試合にご注目ください。,1
監督が今注目なさっているのは、どの選手ですか？,1
首相はこの事態を重視なさるはずですけどね。,1
まだまだ若い彼を、お取立てになるんでですか？,1
いつもお引き立ていただきまして、ありがとうございます。,1
若輩者ですが、どうぞお引き立てのほどを。,1
先生のお眼鏡に適うかどうか、心配です。,1
あのピンチに新人を起用なさるとは、思い切ったご采配でしたね。,1
日頃のご愛顧に感謝いたします。,1
いつもご贔屓いただきまして、ありがとうございます。,1
どのお相撲さんを贔屓なさっているの？,1
社長はやはりイエスマンの彼を登用なさいましたね。,1
彼を宴会部長に抜擢なさったのは正解ですよ。,1
部長は学校の後輩ばかり優遇なさるんですよ！,1
仕事よりデートを優先なさるんですか？,1
確かにお預かりいたします。お荷物、こちらでお預かりします。,1
お荷物をお預けになるのでしたら、こちらへどうぞ。,1
申込書も封筒にお入れしておきました。,1
降り出しましたね。傘をお貸ししましょう。,1
倉庫をお貸しになっているんですか？,1
それでは、傘をお借りします。,1
心から敬意を表します。,1
新社長の年頭のあいさつを、皆さんにお配りいたします。,1
大入り袋をお配りになったんですか？,1
申請書は窓口にお出しになってください。,1
遺産は三人のご兄妹でお分けになるんですか？,1
先生にお渡ししたいものがあるんですが。,1
指輪をお渡しになるなら、タイミングが大事ですよ。,1
お困りのようですから、お貸ししましょう,1
金をお貸しになるのは、友人をなくすことですよ,1
お借りした資料、明日必ずお返しします。,1
あの献金は、お返しになった方がよろしいのでは？,1
傷がありますね。新しいものとお取替えいたします。,1
車は会社に、お帰しになったんですか？,1
パソコンのご修理でしたら、私どもが承ります。,1
図書館で借りた本は返却なさったんですか？,1
先日の資料、速達でご返送ください。,1
返送なさる時は、こわれ物のシールを貼ってくださいね。,1
ご返信でしたら、一週間以内にお願いいたします。,1
色が違うなら返品なさった方がよろしいですよ。,1
記念の年ですから、優勝旗を返還なさる必要はありません。,1
何年ぶりですか？日本に帰られるのは。,1
お孫さんを連れてのお里帰り、親御さんはお喜びでしょうね。,1
部長は何時頃に戻られる予定ですか？,1
午前の便で帰京されるのですね、空港までお迎えにあがります。,1
久しぶりに帰省されて、ご家族がお喜びになったでしょう。,1
ご主人は、ご帰宅でしょうか？,1
先生はアフガンから無事にご帰還になりました。,1
久しぶりのご帰郷、後援会の皆様が楽しみにしているでしょうね。,1
博士のご帰国を、みんな首を長くして待っています。,1
ご帰朝報告会には、ぜひとも出席させていただきます。,1
避けては通れない課題にも責任をもって対応してきました。,1
私が代わって、お礼状をお書きしましょうか？,1
あの夏の日のことは、ぜひ、お書きになってください。,1
半世紀のご体験をもとに、自叙伝を書かれたのですね。,1
源氏物語を現代語にお訳しになったんですね？,1
新しい雑誌へも、ぜひご寄稿ください。楽しみにしております。,1
書類にそんなご記述があったんですか？,1
ついに、長編小説をご執筆ですね。,1
執筆なさるのは夜ですか、それとも昼間？,1
それでは一週間後に、お原稿を頂戴にあがります。,1
引揚げ体験のご手記は、涙なくして読めません。,1
ご著書の指摘には感服しました。よくぞ書いてくれました！,1
自叙伝のご刊行、おめでとうございます。,1
いよいよ念願のご出版が決まりましたね。,1
貴紙をぜひ購読いたしたく、一部申し込みます。,1
拙著をお読みいただけましたか。ありがとうございます。,1
ともにより良い未来を築いていきましょう。,1
どうしても、ご納得いただけませんか？,1
お客様、お探しのお品はこちらでは？,1
お目が高い。こちらのお品物は特別製です。,1
お求めの品は、こちらの八点でございますね？,1
ご希望の品は大変な人気で、ただいま切らしております。,1
こちらはご贈答品として大変人気でございます。,1
こちらが当店のお勧め品でございます。,1
職員の皆さんも寝食を惜しんで務めてくれました。,1
お引換券をお持ちですか？,1
どうぞ、こちらのご優待券をお使いください。,1
お醤油にも、宮内庁ご用達があるのですね。,1
少々お待ちください、お探しして参ります。,1
どうぞ、お手に取ってご覧ください。,1
それでは、お取り置き致しましょうか？,1
この本は、お取り寄せになりますが。,1
お持ち帰りですか？ドライアイスは1時間分でよろしいでしょうか？,1
お客様、お持ちになりますか？それともお送りしますか？,1
お茶碗をお探しですか？珍しい白天目もございますが・・・。,1
ご注文の品はお揃いでしょうか？,1
今日は何を注文なさいますか？,1
新型モデルを発注なさったとか、楽しみですね。,1
最後に、私はあなたに挨拶し、皆さんの健康と幸せを祈りたいと思います。,1
お値段はどこにも負けません。,1
そのためには、安定した政府の樹立が不可欠だと考えています。,1
こちらは素材が貴重な分、少々お高めになっております。,1
けっしてお安くはありませんが、しっかりとした品物です。,1
この花瓶は、お値打ちものですよ。,1
いい物は長持ちしますから、結局、お得です。,1
こちらは本日のお買得商品でございます。,1
こちらはお手頃価格になっております。,1
こちらの洗剤が、お徳用になっております。,1
こちらはご奉仕価格になっております。,1
サービス期間中ですので、一割お引きいたします。,1
私たちは、最悪の事態を想定し、慎重に行動します。,1
奥さん、今日は特別に、おまけしましょう。,1
お勤めしてらっしゃるの？学生さんかと思いました。,1
下校時の見守りを、ご父兄の皆様にお願いいたします。,1
物理を受け持たれていらっしゃるんですか？,1
ご父兄の皆さまに、学芸会のご参観をお願いいたします。,1
参観なさる方は、ここで上履きに履き替えてください。,1
先生のご出題のテーマは「環境」です。,1
入社試験の問題を近代史から出題なさったんですか？,1
あの先生が授業なさるのは、今日が最後です。,1
帰国子女クラスをご担任ですか、面白そうですね。,1
小学校一年生を担任なさるのは大変ですね。,1
創立記念日にご来校いただきまして、感激です。,1
ノーベル賞受賞の先生が来校なさるのは、今回で二度目です。,1
失敗したからって、そんなに意気消沈なさらなくても・・・。,1
そのお客さんなら、もうどこかへ行ってしまいました。,1
お母様は、息子さんの不祥事にうなだれていらっしゃいました。,1
ずいぶん落ち込まれていますね、元気を出してください。,1
そんなに、がっかりなさらないでください。,1
毎月、鎌倉の座禅会を参加していますか。,1
ご失望の色が、お顔に出ていますよ。,1
まだお若いんだから、失望なさることはありません。,1
どうなさったの？ひどくご消沈のようですが。,1
明けない夜はないと言いますよ、そんなに落胆なさらずに。,1
そんなに力を落とされることはありませんよ。,1
就職試験に落ちたくらいで悲観なさることはありませんよ。,1
お試験の日は、大雪で大変でした。,1
わざわざお越しいただかなくても結構です。,1
驚いた、お嬢さんは十校も受験なさったんですって？,1
志望校に合格なさって良かったですね。,1
春から幼稚園にご入園ですか？　おめでとう。早いものですね。,1
ご長男は国立大学の医学部に入学なさるそうですね。,1
遠距離のご通学は大変でしたね。,1
満員のメトロを乗り継いで通学なさったそうですね。,1
坊ちゃん、元気に登校なさっていますか？,1
お父様と同じ学校にご進学ですか？,1
工学部に進学なさるんですか、将来が楽しみですね。,1
ご卒業おめでとう。就職は都庁だそうですね。,1
やっと卒業なさるのね、感無量でしょう？,1
明日一番で参ります。打ち合わせが終わり次第、参ります。,1
美味しいお料理でした。お愛想してください。,1
お勘定をお願いします。/お勘定はいかほどでしょうか。,1
こちらはお代済みでございます。,1
お代金は先に頂戴しています。,1
六千円のお返しです、どうぞお確かめください。,1
細かいのをお持ちではありませんか？,1
とりあえず、お立て替えしておきましたから…。,1
課長がお立て替えになったんですか？,1
外出なさる方は、ナースステーションでお名前をご記入ください。,1
それでは、先日の打ち合わせ通りご請求ください,1
先日の一件、ご請求してよろしいでしょうか？,1
期限はとうに過ぎています。請求なさる方がよろしいかと…。,1
領収書の宛先は、上様としてください。,1
お足とはよく言ったもんですね、逃げ足が本当に早い。,1
手の切れるようなお札を釣銭にしてる店は、気分がいいですね。,1
今日はどちらへお出かけですか？,1
また、ゴルフにお行きになるんですか？,1
わざわざ足をお運びいただくには及びません。,1
私どもと違って、こちらはお大尽ですから…。,1
指折りの旧家だけあって、ご身分は相当なものらしい。,1
棟梁はお金儲けが全く下手な人なんです。,1
そんなにしゃかりきにお稼ぎになって、どうなさるの？,1
せっせと稼がれているそうですね。,1
代々お築きになった財産を、一夜でつぶす気ですか？,1
そんな大金を、どうやって後面なさるおつもりですか？,1
僧正は山門の建設資金を、とうとうご調達になりました。,1
どこから資金を調達なさったんですか？,1
そりゃあなた、論戦を挑まれるべきでしょう。,1
そんなに続けてお勝ちになると、あとが怖いですよ。,1
チャンピオンをお倒しになったそうですね？,1
あなたは相手の弱点をお突きになるのが、上手いですね。,1
お手の内を相手に読まれたら、敗けですよ。,1
新時代の開拓もいよいよ重要な時期を迎えると感じています。,1
ここからは幹事社以外の方から御質問をお受けいたします。,1
御兄弟で競われるのは、いいことだと思いますよ。,1
そんな弱腰で競争なさるおつもりですか？,1
相手は強そうよ、ご成算はあるんですか？,1
お二人のご対決を拝見するのが楽しみです。,1
博士、それは未知の世界へのご挑戦ということですね。,1
大食い選手権に挑戦なさるって本当ですか？,1
総理の冒頭の御発言でも賃上げですとか春闘についての言及がありました。,1
技能オリンピックで優勝なさったことがあるそうですね。,1
浅草寺で厄をお祓いになったんですか？,1
正月は成田山へのお参りを欠かしたことがありません。,1
心から皆さんの御理解と御協力をお願い申し上げます。,1
新しい資本主義の起動に向けた議論を本格的に動かし始めました。,1
今後に万全を期してまいります。,1
あなたは私がお百度参りをした理由をご存じかしら？,1
東照宮へのご参詣は初めてですか？,1
